time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
863,0,2,2466.79,3.18,145,40.787785,-73.957089,34.0,134,3
864,0,2,2466.79,3.18,145,40.787756,-73.957092,34.0,133,3
865,0,2,2469.76,3.18,146,40.787728,-73.957095,34.0,132,3
866,0,2,2479.05,3.19,146,40.7877,-73.957097,34.0,133,3
867,0,2,2482.25,3.19,146,40.787673,-73.957099,35.0,133,3
868,0,2,2485.45,3.19,146,40.787646,-73.9571,35.0,134,3
869,0,2,2489.19,3.19,147,40.787619,-73.957101,35.0,133,2
870,0,2,2492.31,3.19,147,40.787592,-73.957101,35.0,133,3
871,0,2,2495.41,3.19,147,40.787566,-73.957101,35.0,132,3
872,0,2,2498.67,3.19,147,40.78754,-73.957102,35.0,130,3
873,0,2,2501.5,3.2,147,40.787515,-73.957102,35.0,130,3
874,0,2,2504.38,3.2,147,40.787489,-73.957102,35.0,129,3
875,0,2,2507.64,3.2,148,40.787464,-73.957103,35.0,130,3
876,0,2,2510.42,3.2,148,40.787439,-73.957103,35.0,130,2
877,0,2,2513.41,3.2,148,40.787415,-73.957104,35.0,130,3
878,0,2,2515.77,3.2,148,40.78739,-73.957105,35.0,129,3
879,0,2,2518.33,3.2,148,40.787366,-73.957107,36.0,131,3
880,0,2,2520.84,3.2,148,40.787343,-73.957109,36.0,132,3
881,0,2,2523.59,3.21,149,40.787319,-73.957112,36.0,132,3
882,0,2,2526.32,3.21,149,40.787296,-73.957115,36.0,132,2
883,0,2,2528.8,3.21,149,40.787273,-73.957119,36.0,131,3
884,0,2,2531.19,3.21,149,40.787249,-73.957124,36.0,130,3
885,0,2,2533.88,3.21,149,40.787226,-73.957129,36.0,131,3
886,0,2,2536.55,3.21,149,40.787203,-73.957135,36.0,130,3
887,0,2,2539.13,3.2,150,40.787179,-73.957141,36.0,129,3
888,0,2,2541.93,3.18,150,40.787155,-73.957148,36.0,128,2
889,0,2,2544.86,3.18,150,40.787131,-73.957156,36.0,128,3
890,0,2,2547.3,3.18,150,40.787105,-73.957164,36.0,128,3
891,0,2,2550.29,3.19,150,40.787079,-73.957172,36.0,126,3
892,0,2,2553.51,3.18,151,40.787053,-73.957181,37.0,125,3
893,0,2,2556.42,3.18,151,40.787025,-73.957191,37.0,124,3
894,0,2,2559.65,3.18,151,40.786996,-73.9572,37.0,123,3
895,0,2,2563.03,3.16,151,40.786966,-73.95721,37.0,125,2
896,0,2,2565.89,3.16,151,40.786935,-73.95722,37.0,125,3
897,0,2,2569.31,3.16,151,40.786903,-73.95723,37.0,124,3
898,0,2,2572.67,3.16,152,40.786871,-73.95724,37.0,122,3
899,0,2,2576.24,3.16,152,40.786837,-73.957248,37.0,121,3
900,0,2,2579.98,3.15,152,40.786803,-73.957256,37.0,119,3
901,0,2,2579.98,3.14,152,40.786769,-73.957262,37.0,119,2
902,0,2,2579.98,3.14,152,40.786734,-73.957267,37.0,118,3
903,0,2,2584.12,3.13,152,40.7867,-73.957271,37.0,117,3
904,0,2,2588.02,3.13,153,40.786665,-73.957275,37.0,116,3
905,0,2,2592.1,3.13,153,40.786631,-73.957279,37.0,115,3
906,0,2,2594.66,3.13,153,40.786597,-73.957283,37.0,117,3
907,0,2,2598.49,3.12,153,40.786565,-73.95729,37.0,117,2
908,0,2,2602.29,3.12,153,40.786533,-73.957298,37.0,116,3
909,0,2,2605.99,3.12,154,40.786503,-73.957308,37.0,116,3
910,0,2,2609.6,3.12,154,40.786474,-73.957321,37.0,118,3
911,0,2,2614.29,3.12,154,40.786447,-73.957335,37.0,118,3
912,0,2,2618.02,3.12,154,40.78642,-73.957351,37.0,119,3
913,0,2,2621.57,3.12,154,40.786393,-73.957367,37.0,117,3
914,0,2,2630.73,3.14,155,40.786367,-73.957383,37.0,115,2
915,0,2,2634.26,3.14,155,40.786342,-73.957398,37.0,116,3
916,0,2,2637.62,3.13,155,40.786316,-73.957413,37.0,116,3
917,0,2,2641.43,3.13,155,40.78629,-73.957427,37.0,115,3
918,0,2,2644.97,3.13,156,40.786264,-73.957441,37.0,116,3
919,0,2,2648.56,3.13,156,40.786238,-73.957454,37.0,113,3
920,0,2,2650.82,3.14,156,40.786212,-73.957468,37.0,113,3
921,0,2,2654.11,3.14,156,40.786185,-73.957483,37.0,113,2
922,0,2,2657.54,3.14,156,40.786159,-73.957498,37.0,115,3
923,0,2,2660.08,3.15,157,40.786132,-73.957514,37.0,114,3
924,0,2,2663.73,3.15,157,40.786106,-73.957531,37.0,115,3
925,0,2,2667.41,3.16,157,40.786079,-73.957549,37.0,114,3
926,0,2,2669.4,3.16,157,40.786054,-73.957569,37.0,115,3
927,0,2,2673.23,3.18,157,40.786028,-73.957591,37.0,115,3
928,0,2,2676.98,3.18,157,40.786004,-73.957614,37.0,115,2
929,0,2,2679.27,3.18,158,40.78598,-73.957639,37.0,117,3
930,0,2,2682.9,3.18,158,40.785958,-73.957665,38.0,116,3
931,0,2,2686.53,3.18,158,40.785935,-73.957692,38.0,117,3
932,0,2,2689.53,3.18,158,40.785913,-73.957719,38.0,117,3
933,0,2,2693.02,3.19,158,40.785891,-73.957746,38.0,116,3
934,0,2,2696.23,3.2,159,40.785868,-73.957772,38.0,116,3
935,0,2,2699.36,3.23,159,40.785845,-73.957797,38.0,120,3
936,0,2,2703.21,3.23,159,40.785821,-73.957819,38.0,120,2
937,0,2,2706.79,3.22,159,40.785797,-73.95784,38.0,120,3
938,0,2,2708.84,3.22,159,40.785772,-73.957859,38.0,119,3
939,0,2,2712.35,3.22,160,40.785746,-73.957877,38.0,120,3
940,0,2,2716.08,3.21,160,40.78572,-73.957893,38.0,122,3
941,0,2,2719.1,3.23,160,40.785693,-73.957909,38.0,123,3
942,0,2,2722.59,3.24,160,40.785666,-73.957924,38.0,122,3
943,0,2,2725.83,3.25,160,40.785639,-73.957938,38.0,125,3
944,0,2,2729.48,3.23,161,40.785611,-73.957952,38.0,125,2
945,0,2,2732.7,3.22,161,40.785584,-73.957965,38.0,124,3
946,0,2,2736.27,3.21,161,40.785556,-73.957979,38.0,123,3
947,0,2,2739.12,3.21,161,40.785528,-73.957993,38.0,123,3
948,0,2,2742.45,3.22,161,40.785501,-73.958007,38.0,123,3
949,0,2,2745.32,3.22,161,40.785473,-73.958022,38.0,123,3
950,0,2,2748.79,3.23,162,40.785446,-73.958037,38.0,122,3
951,0,2,2751.68,3.23,162,40.785419,-73.958054,38.0,119,3
952,0,2,2754.74,3.23,162,40.785392,-73.958071,38.0,124,2
953,0,2,2758.04,3.22,162,40.785365,-73.958089,38.0,123,3
954,0,2,2761.29,3.22,162,40.785339,-73.958107,38.0,124,3
955,0,2,2764.69,3.22,163,40.785313,-73.958126,38.0,126,3
956,0,2,2768.06,3.23,163,40.785286,-73.958145,38.0,126,3
957,0,2,2771.54,3.23,163,40.78526,-73.958164,38.0,126,3
958,0,2,2774.96,3.24,163,40.785234,-73.958184,38.0,129,3
959,0,2,2778.58,3.24,163,40.785208,-73.958203,38.0,129,3
960,0,2,2781.81,3.24,164,40.785182,-73.958223,38.0,130,2
961,0,2,2785.12,3.23,164,40.785157,-73.958243,38.0,130,3
962,0,2,2788.58,3.23,164,40.785131,-73.958263,38.0,130,3
963,0,2,2792.11,3.22,164,40.785105,-73.958282,38.0,130,3
964,0,2,2795.71,3.23,164,40.785079,-73.958301,38.0,129,3
965,0,2,2799.04,3.24,165,40.785053,-73.95832,38.0,129,3
966,0,2,2802.6,3.24,165,40.785027,-73.958339,38.0,130,3
967,0,2,2805.95,3.24,165,40.785001,-73.958358,38.0,130,2
968,0,2,2809.5,3.23,165,40.784976,-73.958377,38.0,129,3
969,0,2,2812.92,3.23,165,40.78495,-73.958396,38.0,128,3
970,0,2,2816.46,3.23,166,40.784924,-73.958415,38.0,128,3
971,0,2,2819.24,3.23,166,40.784898,-73.958434,39.0,127,3
972,0,2,2822.73,3.24,166,40.784873,-73.958453,39.0,128,3
973,0,2,2825.94,3.24,166,40.784847,-73.958473,39.0,126,3
974,0,2,2828.93,3.24,166,40.784822,-73.958493,39.0,126,3
975,0,2,2832.01,3.24,167,40.784796,-73.958514,39.0,126,2
976,0,2,2835.32,3.24,167,40.784771,-73.958535,39.0,127,3
977,0,2,2838.57,3.24,167,40.784746,-73.958556,39.0,126,3
978,0,2,2842.31,3.24,167,40.784721,-73.958578,39.0,126,3
979,0,2,2845.98,3.24,167,40.784696,-73.9586,39.0,126,3
980,0,2,2848.78,3.25,168,40.784671,-73.958623,39.0,126,3
981,0,2,2852.36,3.25,168,40.784647,-73.958645,39.0,126,3
982,0,2,2855.68,3.25,168,40.784622,-73.958668,39.0,127,3
983,0,2,2858.83,3.26,168,40.784598,-73.95869,39.0,127,3
984,0,2,2862.2,3.26,168,40.784574,-73.958712,39.0,127,2
985,0,2,2865.65,3.25,169,40.784549,-73.958734,39.0,127,3
986,0,2,2868.29,3.25,169,40.784525,-73.958756,39.0,128,3
987,0,2,2871.79,3.26,169,40.7845,-73.958776,39.0,128,3
988,0,2,2875.28,3.26,169,40.784476,-73.958796,39.0,129,3
989,0,2,2878.02,3.27,169,40.78445,-73.958815,39.0,129,3
990,0,2,2881.37,3.27,169,40.784425,-73.958833,39.0,130,3
991,0,2,2884.74,3.27,170,40.784398,-73.95885,39.0,131,2
992,0,2,2887.91,3.26,170,40.784372,-73.958865,39.0,131,3
993,0,2,2891.47,3.26,170,40.784344,-73.95888,39.0,131,3
994,0,2,2895.06,3.26,170,40.784317,-73.958895,39.0,132,3
995,0,2,2897.61,3.27,170,40.78429,-73.958909,39.0,132,3
996,0,2,2901.02,3.27,171,40.784263,-73.958923,39.0,131,3
997,0,2,2904.5,3.27,171,40.784235,-73.958938,39.0,131,3
998,0,2,2907.64,3.27,171,40.784209,-73.958952,39.0,130,2
999,0,2,2911.15,3.26,171,40.784182,-73.958968,39.0,129,3
1000,0,2,2914.64,3.26,171,40.784156,-73.958984,39.0,129,3
1001,0,2,2917.37,3.26,172,40.78413,-73.959,39.0,129,3
1002,0,2,2920.78,3.25,172,40.784104,-73.959017,39.0,128,3
1003,0,2,2924.17,3.25,172,40.784079,-73.959035,39.0,128,3
1004,0,2,2926.59,3.26,172,40.784054,-73.959053,39.0,128,3
1005,0,2,2930.18,3.26,172,40.784028,-73.959072,39.0,128,3
1006,0,2,2933.89,3.27,173,40.784003,-73.959091,39.0,128,3
1007,0,2,2935.95,3.27,173,40.783978,-73.959111,39.0,127,2
1008,0,2,2939.54,3.26,173,40.783953,-73.959131,39.0,127,3
1009,0,2,2943.17,3.26,173,40.783928,-73.959152,39.0,127,3
1010,0,2,2945.99,3.26,173,40.783903,-73.959173,39.0,127,3
1011,0,2,2949.57,3.27,173,40.783878,-73.959194,39.0,128,3
1012,0,2,2953.06,3.29,174,40.783852,-73.959215,39.0,129,3
1013,0,2,2955.97,3.29,174,40.783827,-73.959236,39.0,129,3
1014,0,2,2959.42,3.27,174,40.783801,-73.959256,39.0,131,2
1015,0,2,2962.98,3.26,174,40.783776,-73.959277,39.0,131,3
1016,0,2,2965.84,3.25,174,40.78375,-73.959297,39.0,130,3
1017,0,2,2969.47,3.25,175,40.783723,-73.959317,39.0,130,3
1018,0,2,2972.92,3.26,175,40.783697,-73.959336,38.0,130,3
1019,0,2,2975.82,3.26,175,40.78367,-73.959355,38.0,130,3
1020,0,2,2979.42,3.26,175,40.783643,-73.959373,38.0,130,3
1021,0,2,2982.99,3.26,175,40.783616,-73.959391,39.0,131,2
1022,0,2,2985.83,3.26,176,40.78359,-73.959409,39.0,132,3
1023,0,2,2989.33,3.25,176,40.783563,-73.959427,39.0,133,3
1024,0,2,2992.97,3.25,176,40.783537,-73.959445,39.0,128,3
1025,0,2,2995.79,3.25,176,40.783512,-73.959463,39.0,129,3
1026,0,2,2999.21,3.25,176,40.783487,-73.959482,39.0,129,3
1027,0,2,3002.59,3.26,177,40.783463,-73.9595,38.0,130,3
1028,0,2,3005.67,3.26,177,40.78344,-73.959519,39.0,133,3
1029,0,2,3009.27,3.26,177,40.783417,-73.959538,39.0,130,2
1030,0,2,3012.74,3.26,177,40.783394,-73.959558,39.0,132,3
1031,0,2,3014.68,3.25,177,40.783372,-73.959577,39.0,133,3
1032,0,2,3017.57,3.25,177,40.78335,-73.959596,39.0,133,3
1033,0,2,3020.55,3.25,178,40.783327,-73.959615,38.0,133,3
1034,0,2,3023.45,3.26,178,40.783305,-73.959634,38.0,132,3
1035,0,2,3026.45,3.26,178,40.783283,-73.959653,38.0,132,3
1036,0,2,3029.83,3.26,178,40.78326,-73.959672,38.0,132,2
1037,0,2,3033.08,3.26,178,40.783238,-73.959691,38.0,132,3
1038,0,2,3036.34,3.26,179,40.783215,-73.95971,39.0,130,3
1039,0,2,3036.34,3.25,179,40.783192,-73.95973,39.0,130,3
1040,0,2,3036.34,3.25,179,40.783169,-73.959749,38.0,129,3
1041,0,2,3039.37,3.25,179,40.783145,-73.959768,38.0,131,3
1042,0,2,3047.27,3.25,179,40.783121,-73.959787,38.0,131,2
1043,0,2,3050.18,3.25,179,40.783096,-73.959806,38.0,131,3
1044,0,2,3053.34,3.25,180,40.783071,-73.959824,38.0,132,3
1045,0,2,3057.45,3.25,180,40.783045,-73.959841,39.0,132,3
1046,0,2,3061.0,3.25,180,40.783019,-73.959858,38.0,130,3
1047,0,2,3064.4,3.24,180,40.782991,-73.959874,38.0,127,3
1048,0,2,3066.72,3.24,180,40.782962,-73.95989,38.0,127,2
1049,0,2,3070.01,3.24,180,40.782932,-73.959906,38.0,127,3
1050,0,2,3073.28,3.24,181,40.7829,-73.959922,38.0,128,3
1051,0,2,3076.91,3.24,181,40.782867,-73.959938,38.0,128,3
1052,0,2,3080.23,3.23,181,40.782834,-73.959953,38.0,127,3
1053,0,2,3083.76,3.23,181,40.7828,-73.959966,38.0,128,3
1054,0,2,3086.91,3.23,181,40.782768,-73.95998,38.0,126,2
1055,0,2,3090.26,3.21,182,40.782738,-73.959994,38.0,127,3
1056,0,2,3090.26,3.21,182,40.78271,-73.960009,38.0,127,3
1057,0,2,3090.26,3.21,182,40.782685,-73.960026,38.0,127,3
1058,0,2,3093.48,3.22,182,40.782661,-73.960044,38.0,126,3
1059,0,2,3096.4,3.22,182,40.782638,-73.960062,38.0,125,3
1060,0,2,3099.28,3.21,182,40.782615,-73.96008,38.0,125,2
1061,0,2,3106.16,3.2,183,40.782592,-73.960098,38.0,125,3
1062,0,2,3109.22,3.21,183,40.782568,-73.960114,38.0,124,3
1063,0,2,3112.3,3.22,183,40.782544,-73.960129,38.0,124,3
1064,0,2,3115.41,3.22,183,40.78252,-73.960141,38.0,125,3
1065,0,2,3121.24,3.23,184,40.782495,-73.960152,38.0,125,3
1066,0,2,3124.47,3.23,184,40.78247,-73.960164,38.0,128,3
1067,0,2,3127.88,3.23,184,40.782444,-73.960178,38.0,126,3
1068,0,2,3133.11,3.23,184,40.782417,-73.960194,38.0,126,2
1069,0,2,3136.55,3.23,184,40.782391,-73.960211,38.0,127,3
1070,0,2,3140.01,3.23,185,40.782364,-73.96023,38.0,126,3
1071,0,2,3142.9,3.23,185,40.782338,-73.960251,38.0,126,3
1072,0,2,3146.67,3.23,185,40.782312,-73.960274,38.0,125,3
1073,0,2,3150.33,3.23,185,40.782288,-73.960297,38.0,124,3
1074,0,2,3153.07,3.23,185,40.782265,-73.960322,38.0,123,3
1075,0,2,3156.74,3.23,186,40.782243,-73.960348,38.0,123,2
1076,0,2,3160.38,3.23,186,40.782221,-73.960374,38.0,123,3
1077,0,2,3163.21,3.23,186,40.7822,-73.9604,38.0,124,3
1078,0,2,3166.73,3.23,186,40.782179,-73.960425,38.0,124,3
1079,0,2,3170.32,3.23,186,40.782158,-73.96045,38.0,124,3
1080,0,2,3172.98,3.22,187,40.782136,-73.960473,38.0,125,3
1081,0,2,3176.45,3.21,187,40.782112,-73.960495,38.0,124,3
1082,0,2,3179.58,3.19,187,40.782088,-73.960516,38.0,123,3
1083,0,2,3182.36,3.19,187,40.782063,-73.960535,38.0,124,2
1084,0,2,3185.77,3.2,187,40.782038,-73.960553,38.0,123,3
1085,0,2,3189.27,3.2,188,40.782012,-73.960571,38.0,123,3
1086,0,2,3192.97,3.21,188,40.781987,-73.960589,38.0,124,3
1087,0,2,3196.65,3.22,188,40.781961,-73.960607,38.0,124,3
1088,0,2,3196.65,3.21,188,40.781936,-73.960625,38.0,123,3
1089,0,2,3196.65,3.2,188,40.781911,-73.960643,38.0,124,3
1090,0,2,3200.16,3.18,188,40.781886,-73.960663,38.0,125,3
1091,0,2,3203.72,3.16,188,40.781861,-73.960683,38.0,126,2
1092,0,2,3207.34,3.14,189,40.781836,-73.960705,38.0,127,3
1093,0,2,3208.62,3.12,189,40.781812,-73.960728,38.0,127,3
1094,0,3,3212.53,3.11,189,40.781787,-73.960753,38.0,128,3
1095,0,3,3216.52,3.1,189,40.781763,-73.960779,38.0,127,3
1096,0,3,3220.37,3.09,189,40.78174,-73.960808,38.0,127,3
1097,0,3,3224.23,3.09,190,40.781717,-73.960837,38.0,128,3
1098,0,3,3227.86,3.09,190,40.781696,-73.960868,38.0,128,2
1099,0,3,3231.45,3.09,190,40.781676,-73.9609,38.0,128,3
1100,0,3,3238.3,3.09,190,40.781657,-73.960934,38.0,128,3
1101,0,3,3241.67,3.09,191,40.78164,-73.960968,38.0,128,3
1102,0,3,3245.01,3.09,191,40.781624,-73.961003,38.0,129,3
1103,0,3,3249.61,3.09,191,40.78161,-73.961039,38.0,129,3
1104,0,3,3253.16,3.09,191,40.781598,-73.961075,38.0,129,3
1105,0,3,3256.6,3.09,191,40.781587,-73.961112,38.0,129,3
1106,0,3,3259.4,3.09,192,40.781577,-73.96115,38.0,129,2
1107,0,3,3262.72,3.09,192,40.781569,-73.961189,38.0,127,3
1108,0,3,3266.13,3.09,192,40.781562,-73.961228,38.0,128,3
1109,0,3,3269.12,3.09,192,40.781556,-73.961267,38.0,127,3
1110,0,3,3272.01,3.09,192,40.781551,-73.961307,38.0,127,2
1111,0,3,3272.01,3.09,192,40.781547,-73.961347,38.0,126,3
1112,0,3,3272.01,3.09,192,40.781545,-73.961388,38.0,127,3
1113,0,3,3286.25,3.1,193,40.781543,-73.961429,37.0,126,3
1114,0,3,3294.87,3.1,193,40.781542,-73.96147,37.0,126,2
1115,0,3,3299.04,3.1,193,40.781543,-73.961511,38.0,127,3
1116,0,3,3302.41,3.1,194,40.781544,-73.961552,38.0,128,3
1117,0,3,3305.72,3.1,194,40.781546,-73.961593,37.0,128,3
1118,0,3,3309.12,3.1,194,40.781548,-73.961633,37.0,128,3
1119,0,3,3312.35,3.1,194,40.781552,-73.961674,37.0,128,2
1120,0,3,3315.85,3.1,194,40.781556,-73.961714,37.0,127,3
1121,0,3,3319.41,3.1,195,40.781562,-73.961754,37.0,128,3
1122,0,3,3322.74,3.1,195,40.781568,-73.961794,37.0,128,3
1123,0,3,3326.42,3.1,195,40.781574,-73.961833,37.0,129,2
1124,0,3,3330.2,3.1,195,40.78158,-73.961871,37.0,129,3
1125,0,3,3333.68,3.11,195,40.781586,-73.961908,37.0,129,3
1126,0,3,3336.64,3.11,196,40.781592,-73.961944,37.0,129,3
1127,0,3,3338.95,3.11,196,40.781597,-73.961979,37.0,129,3
1128,0,3,3341.38,3.1,196,40.781601,-73.962013,37.0,128,3
1129,0,3,3343.98,3.1,196,40.781605,-73.962045,37.0,129,2
1130,0,3,3346.99,3.1,196,40.781609,-73.962077,37.0,128,3
1131,0,3,3349.86,3.1,196,40.781613,-73.962109,37.0,129,3
1132,0,3,3352.32,3.1,197,40.781617,-73.962141,37.0,130,3
1133,0,3,3354.76,3.09,197,40.781623,-73.962174,37.0,130,3
1134,0,3,3357.89,3.09,197,40.781631,-73.962207,37.0,130,2
1135,0,3,3361.13,3.09,197,40.78164,-73.962242,37.0,130,3
1136,0,3,3364.23,3.09,197,40.78165,-73.962278,37.0,129,3
1137,0,3,3367.4,3.09,197,40.781661,-73.962315,37.0,129,3
1138,0,3,3370.77,3.09,198,40.781672,-73.962353,37.0,129,3
1139,0,3,3370.77,3.09,198,40.781681,-73.96239,37.0,128,3
1140,0,3,3370.77,3.09,198,40.781689,-73.962428,37.0,127,3
1141,0,3,3374.04,3.09,198,40.781695,-73.962466,37.0,127,2
1142,0,3,3377.24,3.09,198,40.781699,-73.962503,37.0,127,3
1143,0,3,3380.32,3.09,198,40.781701,-73.962541,37.0,127,3
1144,0,3,3380.32,3.09,198,40.781701,-73.962578,37.0,129,3
1145,0,3,3380.32,3.09,198,40.781699,-73.962615,37.0,128,3
1146,0,3,3383.19,3.09,198,40.781695,-73.962652,37.0,129,2
1147,0,3,3392.92,3.09,199,40.78169,-73.962689,37.0,130,3
1148,0,3,3395.93,3.09,199,40.781684,-73.962726,37.0,130,3
1149,0,3,3399.17,3.09,199,40.781677,-73.962763,37.0,130,3
1150,0,3,3402.42,3.09,199,40.781669,-73.9628,37.0,130,3
1151,0,3,3405.7,3.09,200,40.781661,-73.962837,37.0,129,3
1152,0,3,3405.7,3.09,200,40.781651,-73.962874,37.0,130,2
1153,0,3,3405.7,3.09,200,40.781641,-73.962911,36.0,131,3
1154,0,3,3408.81,3.09,200,40.781631,-73.962948,36.0,130,3
1155,0,3,3411.99,3.09,200,40.781621,-73.962986,36.0,131,3
1156,0,3,3415.26,3.09,200,40.781611,-73.963023,36.0,130,3
1157,0,3,3420.45,3.09,201,40.7816,-73.963061,36.0,130,3
1158,0,3,3423.86,3.09,201,40.78159,-73.963098,36.0,131,3
1159,0,3,3427.37,3.09,201,40.781579,-73.963136,36.0,131,2
1160,0,3,3435.88,3.09,201,40.781568,-73.963173,36.0,131,3
1161,0,3,3439.13,3.09,201,40.781556,-73.96321,36.0,132,3
1162,0,3,3442.45,3.09,202,40.781545,-73.963246,36.0,131,3
1163,0,3,3447.01,3.09,202,40.781533,-73.963283,36.0,131,3
1164,0,3,3450.25,3.09,202,40.781521,-73.963319,36.0,131,3
1165,0,3,3453.67,3.09,202,40.781509,-73.963354,36.0,132,2
1166,0,3,3457.19,3.09,203,40.781496,-73.963389,36.0,130,3
1167,0,3,3460.4,3.09,203,40.781483,-73.963423,37.0,132,3
1168,0,3,3463.82,3.1,203,40.781469,-73.963457,37.0,132,3
1169,0,3,3466.94,3.1,203,40.781456,-73.96349,37.0,132,3
1170,0,3,3470.38,3.1,203,40.781442,-73.963522,37.0,133,3
1171,0,3,3473.64,3.1,204,40.781427,-73.963554,37.0,131,3
1172,0,3,3476.54,3.1,204,40.781412,-73.963585,37.0,131,2
1173,0,3,3479.81,3.1,204,40.781397,-73.963617,37.0,129,3
1174,0,3,3483.26,3.1,204,40.781381,-73.963647,37.0,130,3
1175,0,3,3486.01,3.1,204,40.781365,-73.963678,38.0,130,3
1176,0,3,3489.06,3.1,204,40.781348,-73.963708,38.0,129,3
1177,0,3,3492.29,3.1,205,40.781332,-73.963739,38.0,128,3
1178,0,3,3495.56,3.1,205,40.781314,-73.963769,38.0,126,2
1179,0,3,3498.83,3.1,205,40.781297,-73.9638,38.0,127,3
1180,0,3,3502.17,3.1,205,40.781279,-73.96383,38.0,127,3
1181,0,3,3504.76,3.1,205,40.781262,-73.96386,38.0,127,3
1182,0,3,3508.25,3.1,206,40.781244,-73.96389,38.0,128,3
1183,0,3,3511.67,3.1,206,40.781226,-73.963919,38.0,128,3
1184,0,3,3514.29,3.1,206,40.781208,-73.963949,38.0,129,2
1185,0,3,3517.54,3.1,206,40.781189,-73.963978,38.0,130,3
1186,0,3,3520.82,3.1,206,40.78117,-73.964006,38.0,132,3
1187,0,3,3524.14,3.1,207,40.78115,-73.964033,38.0,132,3
1188,0,3,3527.49,3.1,207,40.781129,-73.964059,38.0,134,3
1189,0,3,3530.72,3.1,207,40.781107,-73.964084,38.0,133,3
1190,0,3,3533.65,3.1,207,40.781085,-73.964108,38.0,134,3
1191,0,3,3537.12,3.1,207,40.781061,-73.96413,38.0,135,2
1192,0,3,3540.64,3.1,208,40.781036,-73.964151,39.0,136,3
1193,0,3,3543.19,3.1,208,40.781012,-73.964172,39.0,135,3
1194,0,3,3546.87,3.1,208,40.780986,-73.964193,39.0,136,3
1195,0,3,3550.36,3.1,208,40.780961,-73.964214,39.0,136,3
1196,0,3,3553.68,3.1,208,40.780936,-73.964235,39.0,135,3
1197,0,3,3557.12,3.1,208,40.780911,-73.964257,39.0,136,3
1198,0,3,3560.66,3.1,209,40.780887,-73.964279,39.0,135,2
1199,0,3,3563.74,3.1,209,40.780862,-73.964301,39.0,135,3
1200,0,3,3567.24,3.1,209,40.780837,-73.964324,39.0,136,3
1201,0,3,3570.83,3.11,209,40.780813,-73.964347,39.0,137,3
1202,0,3,3573.4,3.11,209,40.780788,-73.96437,39.0,136,3
1203,0,3,3577.1,3.11,210,40.780763,-73.964393,39.0,136,3
1204,0,3,3580.76,3.11,210,40.780738,-73.964416,39.0,137,3
1205,0,3,3583.39,3.11,210,40.780713,-73.964439,39.0,136,2
1206,0,3,3587.23,3.11,210,40.780687,-73.964461,38.0,137,3
1207,0,3,3590.94,3.11,210,40.780661,-73.964483,38.0,137,3
1208,0,3,3593.27,3.11,211,40.780635,-73.964505,38.0,137,3
1209,0,3,3597.06,3.11,211,40.780608,-73.964527,38.0,136,3
1210,0,3,3600.8,3.11,211,40.780581,-73.964548,38.0,135,3
1211,0,3,3603.17,3.12,211,40.780553,-73.964568,38.0,135,3
1212,0,3,3606.76,3.12,211,40.780525,-73.964588,38.0,136,2
1213,0,3,3610.38,3.12,212,40.780497,-73.964607,38.0,134,3
1214,0,3,3613.47,3.12,212,40.780469,-73.964626,38.0,135,3
1215,0,3,3617.19,3.12,212,40.78044,-73.964644,38.0,134,3
1216,0,3,3620.91,3.12,212,40.780412,-73.964661,38.0,135,3
1217,0,3,3623.79,3.12,212,40.780384,-73.964677,38.0,134,3
1218,0,3,3627.31,3.12,213,40.780356,-73.964692,38.0,135,3
1219,0,3,3630.76,3.12,213,40.780328,-73.964707,37.0,134,3
1220,0,3,3634.32,3.13,213,40.7803,-73.964722,37.0,134,3
1221,0,3,3637.75,3.13,213,40.780273,-73.964736,37.0,134,2
1222,0,3,3641.21,3.14,213,40.780245,-73.964749,37.0,134,3
1223,0,3,3644.29,3.16,214,40.780217,-73.964763,37.0,133,3
1224,0,3,3647.7,3.16,214,40.780189,-73.964776,37.0,133,3
1225,0,3,3650.91,3.16,214,40.780161,-73.96479,36.0,132,3
1226,0,3,3653.97,3.16,214,40.780133,-73.964803,36.0,132,3
1227,0,3,3657.49,3.16,214,40.780104,-73.964816,36.0,131,2
1228,0,3,3660.96,3.16,214,40.780076,-73.96483,36.0,131,3
1229,0,3,3663.61,3.16,215,40.780048,-73.964843,36.0,132,3
1230,0,3,3666.96,3.16,215,40.780019,-73.964857,36.0,131,3
1231,0,3,3670.4,3.16,215,40.779991,-73.964871,35.0,130,3
1232,0,3,3673.91,3.16,215,40.779962,-73.964886,35.0,131,3
1233,0,3,3677.32,3.16,215,40.779934,-73.9649,35.0,130,3
1234,0,3,3680.77,3.16,216,40.779906,-73.964915,35.0,129,3
1235,0,3,3684.54,3.16,216,40.779877,-73.964931,35.0,130,2
1236,0,3,3687.9,3.16,216,40.779849,-73.964946,35.0,131,3
1237,0,3,3691.24,3.16,216,40.779821,-73.964963,35.0,131,3
1238,0,3,3694.82,3.16,216,40.779793,-73.96498,34.0,131,3
1239,0,3,3698.22,3.16,217,40.779765,-73.964997,34.0,131,3
1240,0,3,3701.63,3.16,217,40.779737,-73.965015,34.0,131,3
1241,0,3,3704.89,3.16,217,40.77971,-73.965033,34.0,130,3
1242,0,3,3708.12,3.16,217,40.779682,-73.965051,34.0,128,2
1243,0,3,3711.31,3.16,217,40.779654,-73.96507,34.0,127,3
