time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.0,0,40.806003,-73.952686,18.0,80,0
1,0,1,0.0,0.0,0,40.805989,-73.952684,18.0,81,0
2,0,1,2.0,1.52,0,40.805974,-73.95268,18.0,83,0
3,0,1,4.39,1.51,0,40.805959,-73.952676,18.0,84,0
4,0,1,6.88,1.67,0,40.805943,-73.952671,18.0,83,0
5,0,1,9.41,1.83,0,40.805926,-73.952666,18.0,85,0
6,0,1,11.89,1.95,0,40.80591,-73.952662,18.0,86,0
7,0,1,14.35,1.89,0,40.805893,-73.952657,18.0,87,9
8,0,1,16.76,1.88,1,40.805877,-73.952654,18.0,87,3
9,0,1,19.14,1.83,1,40.805861,-73.952652,18.0,89,2
10,0,1,21.48,1.76,1,40.805845,-73.952652,18.0,90,3
11,0,1,23.82,1.68,1,40.80583,-73.952654,18.0,91,3
12,0,1,26.13,1.71,1,40.805816,-73.952658,18.0,91,3
13,0,1,28.41,1.65,1,40.805803,-73.952662,18.0,92,3
14,0,1,30.66,1.56,2,40.805789,-73.952666,18.0,93,2
15,0,1,32.88,1.55,2,40.805775,-73.952667,18.0,93,3
16,0,1,35.06,1.51,2,40.80576,-73.952665,18.0,95,3
17,0,1,37.28,1.45,2,40.805745,-73.952662,18.0,96,3
18,0,1,39.48,1.72,2,40.805729,-73.952658,18.0,99,3
19,0,1,41.66,1.73,2,40.805714,-73.952652,17.0,99,2
20,0,1,43.79,1.64,2,40.805698,-73.952647,18.0,102,3
21,0,1,45.87,1.51,2,40.805681,-73.952642,18.0,103,3
22,0,1,47.96,1.4,3,40.805665,-73.952638,18.0,103,3
23,0,1,50.05,1.49,3,40.805648,-73.952635,18.0,104,2
24,0,1,52.14,1.44,3,40.805631,-73.952632,18.0,105,3
25,0,1,54.23,1.49,3,40.805612,-73.95263,18.0,105,3
26,0,1,56.32,1.63,3,40.805592,-73.952629,18.0,106,3
27,0,1,58.41,1.76,3,40.805569,-73.952628,18.0,108,3
28,0,1,60.5,1.92,3,40.805544,-73.952627,18.0,109,2
29,0,1,62.59,2.04,3,40.805517,-73.952626,18.0,111,3
30,0,1,64.69,2.2,4,40.805487,-73.952625,18.0,111,3
31,0,1,66.78,2.35,4,40.805455,-73.952625,18.0,111,3
32,0,1,68.88,2.45,4,40.805422,-73.952624,18.0,111,3
33,0,1,70.98,2.53,4,40.805388,-73.952624,18.0,111,2
34,0,1,73.08,2.67,4,40.805354,-73.952624,18.0,111,3
35,0,1,75.18,2.79,4,40.805319,-73.952624,18.0,111,3
36,0,1,77.28,2.79,4,40.805285,-73.952625,18.0,112,3
37,0,1,79.39,2.79,5,40.805252,-73.952626,18.0,112,3
38,0,1,81.5,2.78,5,40.805221,-73.952629,18.0,112,2
39,0,1,83.62,2.78,5,40.805191,-73.952634,18.0,112,3
40,0,1,85.74,2.78,5,40.805163,-73.952641,18.0,112,3
41,0,1,87.86,2.78,5,40.805137,-73.95265,18.0,113,3
42,0,1,89.98,2.78,5,40.80511,-73.95266,18.0,113,3
43,0,1,92.11,2.77,5,40.805083,-73.95267,18.0,113,2
44,0,1,94.24,2.77,5,40.805055,-73.952679,18.0,112,3
45,0,1,96.37,2.77,6,40.805027,-73.952687,18.0,113,3
46,0,1,98.5,2.76,6,40.804998,-73.952695,18.0,113,3
47,0,1,100.64,2.76,6,40.804969,-73.952701,18.0,114,3
48,0,1,102.77,2.76,6,40.804941,-73.952705,18.0,113,2
49,0,1,104.92,2.75,6,40.804913,-73.952707,18.0,113,3
50,0,1,107.06,2.76,6,40.804886,-73.952706,18.0,112,3
51,0,1,117.03,2.76,7,40.80486,-73.952704,18.0,112,3
52,0,1,120.11,2.77,7,40.804834,-73.9527,18.0,114,3
53,0,1,122.99,2.78,7,40.804809,-73.952696,18.0,115,3
54,0,1,125.68,2.78,7,40.804785,-73.952691,18.0,117,2
55,0,1,128.18,2.79,7,40.804762,-73.952686,18.0,118,3
56,0,1,128.18,2.8,7,40.804738,-73.952683,18.0,117,3
57,0,1,128.18,2.8,7,40.804715,-73.952679,18.0,120,3
58,0,1,130.63,2.8,8,40.804692,-73.952677,18.0,121,3
59,0,1,133.37,2.8,8,40.804667,-73.952674,18.0,119,3
60,0,1,136.21,2.8,8,40.804641,-73.952672,18.0,120,2
61,0,1,136.21,2.81,8,40.804613,-73.95267,18.0,122,3
62,0,1,136.21,2.82,8,40.804583,-73.952669,18.0,121,3
63,0,1,139.64,2.85,8,40.80455,-73.952667,18.0,120,3
64,0,1,151.34,2.89,8,40.804515,-73.952665,18.0,121,3
65,0,1,154.87,2.96,9,40.804481,-73.952662,18.0,121,2
66,0,1,158.54,3.05,9,40.80445,-73.95266,18.0,121,3
67,0,1,162.02,3.14,9,40.804421,-73.952658,18.0,121,3
68,0,1,165.17,3.2,9,40.804396,-73.952656,17.0,121,3
69,0,1,165.17,3.22,9,40.804373,-73.952655,17.0,121,3
70,0,1,165.17,3.22,9,40.804352,-73.952654,17.0,119,2
71,0,1,167.7,3.2,9,40.804332,-73.952655,17.0,120,3
72,0,1,169.97,3.17,10,40.804312,-73.952658,17.0,119,3
73,0,1,172.22,3.12,10,40.804291,-73.952663,17.0,121,3
74,0,1,177.74,3.07,10,40.804267,-73.95267,17.0,122,3
75,0,1,180.65,3.0,10,40.804242,-73.952678,17.0,123,3
76,0,1,182.86,2.94,10,40.804216,-73.952684,17.0,124,3
77,0,1,184.78,2.87,11,40.80419,-73.952688,17.0,124,2
78,0,1,187.02,2.88,11,40.804163,-73.952689,17.0,124,3
79,0,1,190.03,2.91,11,40.804136,-73.952688,17.0,123,3
80,0,1,192.73,2.94,11,40.804109,-73.952686,17.0,121,3
81,0,1,195.65,2.98,11,40.804082,-73.952683,17.0,122,3
82,0,1,198.92,3.01,11,40.804055,-73.952679,17.0,123,2
83,0,1,202.08,3.03,12,40.804029,-73.952675,17.0,122,3
84,0,1,203.63,3.05,12,40.804003,-73.952672,17.0,122,3
85,0,1,205.81,3.02,12,40.803977,-73.952668,17.0,121,3
86,0,1,207.86,2.81,12,40.803951,-73.952664,17.0,120,3
87,0,1,210.78,2.63,12,40.803924,-73.952658,17.0,121,3
88,0,1,214.4,2.7,12,40.803895,-73.952651,17.0,122,2
89,0,1,219.79,2.7,13,40.803865,-73.952642,17.0,123,3
90,0,1,223.62,2.71,13,40.803835,-73.95263,17.0,124,3
91,0,1,227.42,2.71,13,40.803804,-73.952615,17.0,126,3
92,0,1,231.31,2.72,13,40.803774,-73.952599,17.0,126,3
93,0,1,235.3,2.73,13,40.803744,-73.952584,17.0,126,3
94,0,1,236.65,2.72,14,40.803713,-73.952571,17.0,127,2
95,0,1,240.21,2.71,14,40.803683,-73.952561,17.0,127,3
96,0,1,243.77,2.71,14,40.803652,-73.952554,17.0,128,3
97,0,1,247.83,2.73,14,40.803622,-73.952547,17.0,126,3
98,0,1,251.6,2.74,14,40.803591,-73.952538,17.0,126,3
99,0,1,256.88,2.74,15,40.80356,-73.952529,17.0,126,3
100,0,1,260.96,2.74,15,40.803531,-73.952519,17.0,126,2
101,0,1,264.65,2.76,15,40.803502,-73.952509,17.0,126,3
102,0,1,268.11,2.78,15,40.803474,-73.952501,17.0,126,3
103,0,1,271.32,2.83,16,40.803448,-73.952494,17.0,125,3
104,0,1,275.73,2.89,16,40.803425,-73.952489,17.0,125,3
105,0,1,278.44,2.97,16,40.803403,-73.952487,17.0,126,3
106,0,1,280.97,3.1,16,40.803385,-73.952485,17.0,126,3
107,0,1,283.03,3.05,16,40.80337,-73.952481,17.0,125,2
108,0,1,284.84,2.73,16,40.803359,-73.952474,17.0,126,3
109,0,1,291.47,2.44,17,40.80335,-73.952467,17.0,125,3
110,0,1,293.18,2.45,17,40.803341,-73.952465,17.0,127,3
111,0,1,294.76,2.48,17,40.803332,-73.952455,17.0,127,2
112,0,1,295.96,2.52,17,40.803326,-73.952447,17.0,,3
113,-1,1,295.96,,,,,,,
152,0,1,295.96,2.52,17,40.803307,-73.952625,17.0,96,1
153,0,1,297.71,2.52,17,40.803295,-73.952655,17.0,94,1
154,0,1,299.59,2.43,17,40.803283,-73.952664,17.0,93,3
155,0,1,302.12,2.42,17,40.803268,-73.95269,17.0,92,3
156,0,1,302.12,2.42,17,40.80325,-73.952711,17.0,93,2
157,0,1,302.12,2.42,17,40.803232,-73.95273,17.0,93,3
158,0,1,305.17,2.42,18,40.803212,-73.952748,16.0,93,3
159,0,1,308.05,2.42,18,40.803191,-73.952766,16.0,92,3
160,0,1,311.19,2.42,18,40.803169,-73.952784,16.0,91,3
161,0,1,311.19,2.42,18,40.803145,-73.952801,16.0,91,2
162,0,1,311.19,2.42,18,40.803121,-73.952819,17.0,91,3
163,0,1,314.42,2.42,18,40.803096,-73.952835,17.0,91,3
164,0,1,314.42,2.42,18,40.803071,-73.952852,17.0,94,3
165,0,1,323.08,2.43,19,40.803044,-73.952868,17.0,98,3
166,0,1,327.51,2.43,19,40.803018,-73.952883,17.0,99,3
167,0,1,331.07,2.44,19,40.802991,-73.952898,17.0,99,2
168,0,1,334.56,2.44,19,40.802964,-73.952913,17.0,99,3
169,0,1,338.0,2.45,19,40.802937,-73.952927,16.0,99,3
170,0,1,341.43,2.46,20,40.80291,-73.95294,16.0,99,3
171,0,1,344.88,2.49,20,40.802884,-73.952954,17.0,100,3
172,0,1,348.35,2.53,20,40.802858,-73.952967,16.0,101,3
173,0,1,351.63,2.58,20,40.802833,-73.952981,16.0,101,2
174,0,1,354.77,2.63,20,40.802809,-73.952995,17.0,102,3
175,0,1,357.41,2.69,21,40.802785,-73.953011,16.0,101,3
176,0,1,359.78,2.72,21,40.802761,-73.953028,17.0,103,3
177,0,1,359.78,2.69,21,40.802738,-73.953048,16.0,104,3
178,0,1,359.78,2.7,21,40.802715,-73.95307,16.0,104,2
179,0,1,362.3,2.7,21,40.802693,-73.953093,16.0,106,3
180,0,1,366.45,2.7,21,40.802671,-73.953118,16.0,107,3
181,0,1,369.5,2.71,21,40.802649,-73.953143,16.0,109,3
182,0,1,372.51,2.71,21,40.802627,-73.953168,16.0,110,3
183,0,1,375.83,2.72,22,40.802604,-73.953192,16.0,112,3
184,0,1,379.19,2.72,22,40.802582,-73.953214,16.0,113,2
185,0,1,379.19,2.72,22,40.802559,-73.953235,16.0,113,3
186,0,1,379.19,2.73,22,40.802535,-73.953253,16.0,114,3
187,0,1,382.24,2.73,22,40.802511,-73.95327,16.0,115,3
188,0,1,385.01,2.75,22,40.802487,-73.953286,16.0,116,3
189,0,1,391.27,2.77,23,40.802462,-73.953301,16.0,117,3
190,0,1,394.38,2.77,23,40.802436,-73.953317,16.0,117,2
191,0,1,397.58,2.77,23,40.80241,-73.953332,16.0,116,3
192,0,1,404.2,2.77,23,40.802384,-73.953349,16.0,117,3
193,0,1,407.28,2.78,24,40.802357,-73.953366,16.0,116,3
194,0,1,410.44,2.79,24,40.80233,-73.953384,16.0,117,3
195,0,1,414.87,2.8,24,40.802304,-73.953402,16.0,117,3
196,0,1,417.88,2.79,24,40.802278,-73.953421,16.0,118,2
197,0,1,420.77,2.78,24,40.802253,-73.95344,16.0,118,3
198,0,1,424.07,2.8,25,40.80223,-73.95346,16.0,120,3
199,0,1,427.22,2.81,25,40.802208,-73.953479,16.0,120,3
200,0,1,430.11,2.82,25,40.802188,-73.953499,16.0,121,3
201,0,1,433.11,2.79,25,40.802168,-73.953519,16.0,121,2
202,0,1,435.76,2.78,25,40.802149,-73.953539,16.0,122,3
203,0,1,438.53,2.78,25,40.80213,-73.953559,16.0,121,3
204,0,1,441.68,2.82,26,40.80211,-73.953579,16.0,120,3
205,0,1,444.28,2.83,26,40.802089,-73.9536,16.0,120,3
206,0,1,447.38,2.83,26,40.802068,-73.953621,16.0,120,3
207,0,1,450.02,2.84,26,40.802045,-73.953642,16.0,119,3
208,0,1,453.54,2.84,26,40.802022,-73.953664,16.0,118,3
209,0,1,456.78,2.84,27,40.801999,-73.953685,16.0,119,3
210,0,1,458.89,2.84,27,40.801974,-73.953707,16.0,118,3
211,0,1,462.06,2.84,27,40.80195,-73.953728,16.0,117,2
212,0,1,465.47,2.84,27,40.801924,-73.95375,16.0,120,3
213,0,1,468.64,2.84,27,40.801898,-73.953771,16.0,120,3
214,0,1,472.02,2.84,27,40.801872,-73.953792,16.0,121,3
215,0,1,475.69,2.84,28,40.801845,-73.953813,16.0,120,3
216,0,1,478.76,2.85,28,40.801818,-73.953834,16.0,120,3
217,0,1,482.5,2.85,28,40.801791,-73.953854,16.0,120,3
218,0,1,486.11,2.86,28,40.801763,-73.953874,16.0,119,3
219,0,1,489.36,2.86,28,40.801735,-73.953894,16.0,119,2
220,0,1,492.78,2.86,29,40.801707,-73.953913,16.0,121,3
221,0,1,496.58,2.87,29,40.80168,-73.953932,16.0,124,3
222,0,1,500.24,2.88,29,40.801652,-73.953951,16.0,125,3
223,0,1,503.67,2.89,29,40.801626,-73.953969,16.0,124,3
224,0,1,507.0,2.9,29,40.8016,-73.953988,16.0,125,3
225,0,1,510.53,2.88,30,40.801575,-73.954006,16.0,125,2
226,0,1,513.67,2.88,30,40.801551,-73.954024,16.0,126,3
227,0,1,516.86,2.88,30,40.801528,-73.954043,16.0,126,3
228,0,1,519.58,2.88,30,40.801506,-73.954062,16.0,126,3
229,0,1,522.96,2.88,30,40.801484,-73.954081,16.0,127,3
230,0,1,526.01,2.89,31,40.801462,-73.954101,16.0,130,3
231,0,1,528.13,2.9,31,40.80144,-73.954122,16.0,132,3
232,0,1,531.18,2.9,31,40.801418,-73.954143,16.0,134,3
233,0,1,534.11,2.9,31,40.801395,-73.954165,16.0,137,2
234,0,1,536.88,2.9,31,40.801373,-73.954187,16.0,135,3
235,0,1,540.17,2.91,31,40.80135,-73.954209,16.0,135,3
236,0,1,543.04,2.91,32,40.801328,-73.95423,16.0,134,3
237,0,1,546.22,2.91,32,40.801307,-73.95425,16.0,136,3
238,0,1,549.31,2.92,32,40.801285,-73.954268,16.0,136,3
239,0,1,552.13,2.93,32,40.801265,-73.954285,16.0,136,3
240,0,1,555.38,2.93,32,40.801245,-73.9543,16.0,136,2
241,0,1,557.88,2.93,33,40.801225,-73.954314,16.0,136,3
242,0,1,560.14,2.93,33,40.801204,-73.954327,16.0,136,3
243,0,1,564.21,2.94,33,40.801182,-73.95434,16.0,135,3
244,0,1,566.46,2.94,33,40.801159,-73.954354,16.0,135,3
245,0,1,568.79,2.95,33,40.801135,-73.954367,16.0,135,3
246,0,1,571.1,2.95,33,40.801108,-73.954381,16.0,136,2
247,0,1,573.75,2.95,34,40.801079,-73.954397,16.0,136,3
248,0,1,576.37,2.95,34,40.801048,-73.954413,16.0,136,3
249,0,1,576.37,2.95,34,40.801015,-73.95443,16.0,138,3
250,0,1,576.37,2.95,34,40.800981,-73.954449,16.0,138,3
251,0,1,578.84,2.95,34,40.800946,-73.954468,16.0,137,3
252,0,1,581.81,2.95,34,40.80091,-73.954489,16.0,136,3
253,0,1,584.71,2.95,34,40.800874,-73.954511,16.0,136,2
254,0,1,590.1,2.95,35,40.800841,-73.954533,16.0,135,3
255,0,1,592.85,2.95,35,40.800814,-73.954553,16.0,136,3
256,0,1,595.33,2.95,35,40.800795,-73.954569,16.0,136,3
257,-1,1,595.33,,,,,,,
264,0,1,598.21,2.96,35,40.800778,-73.954581,16.0,125,5
265,0,1,599.94,3.11,35,40.800758,-73.954598,16.0,125,3
266,0,1,602.79,3.09,35,40.800738,-73.954617,16.0,124,2
267,0,1,605.6,3.08,35,40.800719,-73.954635,16.0,124,3
268,0,1,605.6,3.08,35,40.8007,-73.954654,16.0,124,3
269,0,1,605.6,3.07,35,40.800681,-73.954672,16.0,122,3
270,0,1,608.07,3.06,36,40.800661,-73.954691,16.0,121,3
271,0,1,610.9,3.05,36,40.80064,-73.954709,16.0,121,3
272,0,1,613.72,3.03,36,40.800618,-73.954728,16.0,120,3
273,0,1,613.72,3.01,36,40.800594,-73.954746,16.0,120,3
274,0,1,613.72,2.97,36,40.800569,-73.954764,16.0,120,2
275,0,1,616.36,2.91,36,40.800542,-73.954782,16.0,122,3
276,0,1,619.36,2.86,36,40.800515,-73.954801,16.0,119,3
277,0,1,622.29,2.84,36,40.800487,-73.954819,16.0,119,3
278,0,1,622.29,2.85,36,40.80046,-73.954836,16.0,119,3
279,0,1,622.29,2.89,36,40.800433,-73.954854,16.0,119,3
280,0,1,625.3,2.98,37,40.800407,-73.954871,16.0,120,3
281,0,1,628.8,3.01,37,40.800381,-73.954889,16.0,120,2
282,0,1,632.06,3.07,37,40.800357,-73.954906,15.0,120,3
283,0,1,632.06,3.09,37,40.800333,-73.954924,16.0,119,3
284,0,1,632.06,3.1,37,40.800309,-73.954942,15.0,119,3
285,0,1,634.71,3.1,37,40.800286,-73.95496,16.0,118,3
286,0,1,637.67,3.08,37,40.800263,-73.954979,16.0,118,3
287,0,1,640.6,3.07,38,40.800241,-73.954999,15.0,116,3
288,0,1,646.01,3.06,38,40.800218,-73.955019,15.0,117,2
289,0,1,648.58,3.04,38,40.800196,-73.955039,16.0,117,3
290,0,1,651.18,3.01,38,40.800172,-73.955059,16.0,117,3
291,0,1,659.65,2.98,39,40.800149,-73.955079,15.0,118,3
292,0,1,663.08,2.99,39,40.800124,-73.955099,15.0,118,3
293,0,1,666.31,3.0,39,40.800098,-73.955117,16.0,119,3
294,0,1,669.7,3.0,39,40.80007,-73.955135,16.0,120,2
295,0,1,672.78,3.0,39,40.800042,-73.955151,16.0,120,3
296,0,1,676.14,2.99,40,40.800012,-73.955167,16.0,120,3
297,0,1,679.47,3.0,40,40.799982,-73.955182,16.0,120,3
298,0,1,683.02,3.01,40,40.799951,-73.955197,16.0,120,3
299,0,1,686.53,3.03,40,40.79992,-73.955211,16.0,118,3
300,0,1,689.98,3.05,40,40.79989,-73.955225,16.0,118,3
301,0,1,693.43,3.07,41,40.79986,-73.955238,16.0,119,2
302,0,1,696.9,3.08,41,40.79983,-73.955252,16.0,122,3
303,0,1,701.17,3.09,41,40.799801,-73.955266,16.0,123,3
304,0,1,704.58,3.1,41,40.799772,-73.955281,16.0,123,3
305,0,1,708.01,3.11,41,40.799745,-73.955296,16.0,123,3
306,0,1,711.82,3.12,42,40.799717,-73.955312,16.0,124,3
307,0,1,715.15,3.12,42,40.79969,-73.95533,16.0,125,2
308,0,1,718.36,3.13,42,40.799664,-73.955348,16.0,127,3
309,0,1,722.1,3.13,42,40.799638,-73.955368,15.0,128,3
310,0,1,725.42,3.14,42,40.799613,-73.955387,16.0,129,3
311,0,1,728.69,3.14,43,40.799588,-73.955407,16.0,130,3
312,0,1,732.31,3.14,43,40.799563,-73.955425,16.0,133,3
313,0,1,735.43,3.14,43,40.799539,-73.955442,16.0,132,3
314,0,1,738.7,3.14,43,40.799514,-73.955457,16.0,134,3
315,0,1,741.87,3.15,43,40.799489,-73.955469,16.0,134,2
316,0,1,744.71,3.14,44,40.799465,-73.955473,16.0,133,3
317,0,1,747.31,3.14,44,40.799443,-73.955466,15.0,134,3
318,0,1,749.99,3.13,44,40.799424,-73.955446,15.0,133,3
319,0,1,752.92,3.13,44,40.799405,-73.955417,15.0,134,3
320,0,1,755.99,3.12,44,40.799384,-73.955389,16.0,135,3
321,0,1,757.44,3.12,44,40.799361,-73.955368,16.0,137,3
322,0,1,760.66,3.11,45,40.799334,-73.955353,16.0,137,3
323,0,1,763.84,3.11,45,40.799306,-73.955345,16.0,138,2
324,0,1,766.0,3.11,45,40.799275,-73.95534,16.0,138,3
325,0,1,769.58,3.11,45,40.799244,-73.955336,16.0,138,3
326,0,1,772.87,3.11,45,40.799212,-73.955334,16.0,140,3
327,0,1,776.19,3.11,45,40.79918,-73.95533,16.0,140,3
328,0,1,786.07,3.11,46,40.799149,-73.955323,16.0,140,3
329,0,1,790.99,3.12,46,40.799118,-73.955314,16.0,141,3
330,0,1,794.36,3.12,46,40.799088,-73.955302,16.0,140,2
331,0,1,797.91,3.12,47,40.79906,-73.955288,16.0,138,3
332,0,1,801.04,3.12,47,40.799032,-73.955272,16.0,138,3
333,0,1,804.45,3.12,47,40.799005,-73.955254,16.0,137,3
334,0,1,807.75,3.13,47,40.79898,-73.955235,16.0,139,3
335,0,1,810.85,3.13,47,40.798956,-73.955213,16.0,139,3
336,0,1,814.04,3.13,48,40.798934,-73.955191,16.0,140,3
337,0,1,817.03,3.13,48,40.798912,-73.955167,16.0,138,2
338,0,1,820.12,3.13,48,40.798891,-73.955143,16.0,137,3
339,0,1,823.33,3.13,48,40.798872,-73.955117,15.0,136,3
340,0,1,826.53,3.13,48,40.798853,-73.95509,15.0,136,3
341,0,1,826.53,3.13,48,40.798834,-73.955063,15.0,137,3
342,0,1,826.53,3.13,48,40.798817,-73.955036,15.0,136,3
343,0,1,829.61,3.13,48,40.798799,-73.955007,15.0,137,3
344,0,1,832.02,3.13,49,40.798783,-73.954979,15.0,136,2
345,0,1,839.7,3.13,49,40.798766,-73.95495,15.0,135,3
346,0,1,843.78,3.13,49,40.798749,-73.954922,15.0,136,3
347,0,1,846.94,3.13,49,40.798733,-73.954893,15.0,136,3
348,0,1,849.97,3.13,50,40.798716,-73.954865,15.0,136,3
349,0,1,853.32,3.13,50,40.798699,-73.954836,15.0,135,3
350,0,1,856.32,3.13,50,40.798681,-73.954809,15.0,135,2
351,0,1,859.24,3.12,50,40.798663,-73.954781,15.0,135,3
352,0,1,861.97,3.12,50,40.798644,-73.954754,15.0,135,3
353,0,1,865.32,3.12,51,40.798625,-73.954726,15.0,134,3
354,0,1,868.95,3.12,51,40.798604,-73.954699,15.0,136,3
355,0,1,872.1,3.12,51,40.798581,-73.954671,15.0,136,3
356,0,1,875.08,3.12,51,40.798558,-73.954644,15.0,137,3
357,0,1,878.23,3.12,51,40.798534,-73.954617,14.0,137,2
358,0,1,878.23,3.12,51,40.79851,-73.95459,14.0,135,3
359,0,1,878.23,3.12,51,40.798488,-73.954565,14.0,135,3
360,0,1,881.37,3.12,52,40.798468,-73.95454,14.0,133,3
361,0,1,884.44,3.12,52,40.79845,-73.954516,14.0,132,3
362,0,1,887.36,3.13,52,40.79843,-73.954494,14.0,133,3
363,0,1,887.36,3.12,52,40.798408,-73.954473,14.0,134,3
364,0,1,887.36,3.12,52,40.798384,-73.954452,14.0,133,3
365,0,1,889.89,3.12,52,40.798358,-73.954433,14.0,134,2
366,0,1,892.55,3.12,52,40.79833,-73.954416,14.0,131,3
367,0,1,895.46,3.12,52,40.7983,-73.954399,14.0,132,3
368,0,1,901.94,3.12,53,40.798269,-73.954385,14.0,134,3
369,0,1,904.87,3.12,53,40.798238,-73.954371,14.0,135,3
370,0,1,908.25,3.12,53,40.798205,-73.954359,13.0,135,3
371,0,1,911.47,3.12,53,40.798171,-73.954349,13.0,134,3
372,0,1,917.72,3.12,54,40.798138,-73.95434,13.0,134,3
373,0,1,921.31,3.12,54,40.798104,-73.954334,13.0,131,2
374,0,1,924.72,3.12,54,40.79807,-73.954329,13.0,131,3
375,0,1,932.41,3.13,55,40.798037,-73.954325,13.0,130,3
376,0,1,935.92,3.13,55,40.798004,-73.954324,13.0,130,3
377,0,1,939.41,3.13,55,40.797972,-73.954325,13.0,130,3
378,0,1,942.78,3.13,55,40.797941,-73.954327,13.0,129,3
379,0,1,945.3,3.13,55,40.79791,-73.954331,13.0,129,3
380,0,1,957.38,3.13,56,40.797879,-73.954336,13.0,130,2
381,0,1,962.62,3.13,56,40.79785,-73.954343,13.0,130,3
382,0,1,965.87,3.14,56,40.79782,-73.954351,13.0,130,3
383,0,1,968.84,3.14,56,40.797791,-73.95436,13.0,128,3
384,0,1,971.96,3.14,57,40.797763,-73.95437,13.0,128,3
385,0,1,975.19,3.14,57,40.797735,-73.954381,13.0,128,3
386,0,1,978.12,3.14,57,40.797707,-73.954392,12.0,127,3
387,0,1,981.3,3.14,57,40.79768,-73.954405,13.0,126,2
388,0,1,984.78,3.14,57,40.797653,-73.954418,12.0,126,3
389,0,1,988.19,3.14,58,40.797627,-73.954431,12.0,124,3
390,0,1,991.26,3.14,58,40.7976,-73.954445,12.0,123,3
391,0,1,994.59,3.14,58,40.797574,-73.954459,12.0,122,3
392,0,1,997.73,3.14,58,40.797549,-73.954473,12.0,122,3
393,0,1,1000.63,3.14,58,40.797523,-73.954488,12.0,122,3
394,0,1,1003.76,3.14,59,40.797497,-73.954503,12.0,123,3
395,0,1,1006.72,3.14,59,40.797471,-73.954519,12.0,123,2
396,0,1,1009.81,3.14,59,40.797445,-73.954535,12.0,124,3
397,0,1,1013.07,3.14,59,40.797419,-73.954551,12.0,125,3
398,0,1,1016.38,3.14,59,40.797393,-73.954568,12.0,127,3
399,0,1,1019.66,3.14,59,40.797366,-73.954584,12.0,126,3
400,0,1,1023.03,3.14,60,40.79734,-73.954601,12.0,125,3
401,0,1,1026.44,3.14,60,40.797314,-73.954619,12.0,125,3
402,0,1,1026.44,3.14,60,40.797288,-73.954636,12.0,125,3
403,0,1,1026.44,3.13,60,40.797262,-73.954653,12.0,125,3
404,0,1,1029.75,3.13,60,40.797236,-73.95467,12.0,125,2
405,0,1,1033.07,3.13,60,40.797211,-73.954686,13.0,125,3
406,0,1,1036.32,3.13,61,40.797186,-73.954703,13.0,122,3
407,0,1,1039.55,3.13,61,40.797161,-73.95472,13.0,123,3
408,0,1,1042.1,3.13,61,40.797137,-73.954737,13.0,122,3
409,0,1,1045.36,3.12,61,40.797112,-73.954754,13.0,126,3
410,0,1,1048.57,3.12,61,40.797088,-73.954771,13.0,125,3
411,0,1,1050.93,3.12,61,40.797065,-73.954788,13.0,125,3
412,0,1,1054.04,3.11,62,40.797041,-73.954805,13.0,127,3
413,0,1,1057.2,3.11,62,40.797018,-73.954823,13.0,126,2
414,0,1,1060.19,3.12,62,40.796995,-73.95484,13.0,126,3
415,0,1,1063.42,3.12,62,40.796972,-73.954859,13.0,126,3
416,0,1,1066.47,3.11,62,40.79695,-73.954877,13.0,126,3
417,0,1,1069.37,3.11,63,40.796928,-73.954896,13.0,126,3
418,0,1,1072.26,3.11,63,40.796905,-73.954916,13.0,126,3
419,0,1,1075.3,3.11,63,40.796884,-73.954936,13.0,127,3
420,0,1,1078.38,3.11,63,40.796862,-73.954956,13.0,127,2
421,0,1,1081.44,3.11,63,40.79684,-73.954977,14.0,127,3
422,0,1,1084.57,3.12,63,40.796819,-73.954998,14.0,127,3
423,0,1,1087.56,3.12,64,40.796798,-73.955019,14.0,126,3
424,0,1,1090.74,3.12,64,40.796777,-73.955041,14.0,127,3
425,0,1,1093.92,3.12,64,40.796756,-73.955063,14.0,126,3
426,0,1,1096.83,3.12,64,40.796735,-73.955086,14.0,128,3
427,0,1,1099.99,3.12,64,40.796714,-73.955108,14.0,126,2
428,0,1,1103.12,3.12,65,40.796693,-73.955131,14.0,122,3
429,0,1,1105.61,3.12,65,40.796672,-73.955154,14.0,122,3
430,0,1,1108.94,3.12,65,40.796652,-73.955177,14.0,120,3
431,0,1,1112.25,3.13,65,40.796631,-73.955201,15.0,121,3
432,0,1,1114.42,3.13,65,40.79661,-73.955224,15.0,121,3
433,0,1,1117.63,3.13,65,40.79659,-73.955248,15.0,121,3
434,0,1,1121.05,3.13,66,40.796569,-73.955271,15.0,119,2
435,0,1,1123.35,3.13,66,40.796549,-73.955295,15.0,119,3
436,0,1,1126.73,3.13,66,40.796528,-73.955318,15.0,119,3
437,0,1,1130.08,3.13,66,40.796507,-73.955341,15.0,120,3
438,0,1,1132.34,3.13,66,40.796487,-73.955364,15.0,119,3
439,0,1,1135.7,3.13,67,40.796466,-73.955387,15.0,117,3
440,0,1,1138.87,3.13,67,40.796445,-73.955409,15.0,117,3
441,0,1,1141.26,3.13,67,40.796425,-73.955431,15.0,117,3
